0.016079,0.000561,0.000000,0.000000
0.016079,0.000561,0.000000,0.058043
0.016076,-0.000053,0.000000,0.059544
0.016072,-0.000967,0.000000,0.102578
0.016070,-0.002041,0.000000,0.103578
0.016067,-0.002417,0.000000,0.105580
0.016066,-0.002238,0.000000,0.118589
0.016065,-0.001691,0.000000,0.134601
0.016064,-0.000905,0.000000,0.185216
0.016064,0.000033,0.000000,0.187218
0.016064,0.001068,0.000000,0.189219
0.016065,0.002167,0.000000,0.204228
0.016064,0.002514,0.000000,0.220239
0.016064,0.002305,0.000000,0.236251
0.016064,0.001736,0.000000,0.284309
0.016064,0.000934,0.000000,0.285310
0.016064,-0.000017,0.000000,0.288311
0.016064,-0.001064,0.000000,0.306323
0.016064,-0.001379,0.000000,0.324337
0.016064,-0.001149,0.000000,0.339347
0.016064,-0.000571,0.000000,0.385407
0.016063,0.000231,0.000000,0.387408
0.016063,0.001175,0.000000,0.390410
0.016063,0.002212,0.000000,0.409423
0.016063,0.002514,0.000000,0.426435
0.016063,0.002273,0.000000,0.444448
0.016062,0.001681,0.000000,0.478480
0.016062,0.000863,0.000000,0.479480
0.016062,-0.000099,0.000000,0.493490
0.016062,-0.001152,0.000000,0.508501
0.016062,-0.001467,0.000000,0.525514
0.016062,-0.001235,0.000000,0.542526
0.016062,-0.000653,0.000000,0.577377
0.016062,0.000153,0.000000,0.578378
0.016061,0.001102,0.000000,0.592392
0.016060,0.001351,0.000000,0.610401
0.016060,0.001075,0.000000,0.628414
0.016061,0.000463,0.000000,0.672422
0.016061,-0.000363,0.000000,0.674425
0.016061,-0.001327,0.000000,0.680429
0.016062,-0.002375,0.000000,0.695438
0.016062,-0.002681,0.000000,0.712453
0.016062,-0.002440,0.000000,0.729464
0.016062,-0.001844,0.000000,0.772061
0.016062,-0.001020,0.000000,0.773062
0.016062,-0.000050,0.000000,0.781069
0.016062,0.001014,0.000000,0.797078
0.016062,0.002130,0.000000,0.814091
0.016062,0.002483,0.000000,0.831104
0.016062,0.002269,0.000000,0.872148
0.016062,0.001691,0.000000,0.873149
0.016061,0.000878,0.000000,0.883156
0.016059,-0.000085,0.000000,0.899167
0.016056,-0.001141,0.000000,0.916180
0.016054,-0.001454,0.000000,0.933192
0.016052,-0.001218,0.000000,0.974246
0.016051,-0.000629,0.000000,0.976247
0.016050,0.000186,0.000000,0.985253
0.016050,0.001146,0.000000,1.001264
0.016050,0.001400,0.000000,1.018277
0.016050,0.001127,0.000000,1.037290
0.016050,0.000514,0.000000,1.088834
0.016051,-0.000315,0.000000,1.090837
0.016051,-0.001280,0.000000,1.091837
0.016051,-0.002334,0.000000,1.104846
0.016050,-0.002638,0.000000,1.119857
0.016050,-0.002394,0.000000,1.137869
0.016050,-0.001796,0.000000,1.176412
0.016049,-0.000965,0.000000,1.177413
0.016050,0.000010,0.000000,1.191422
0.016051,0.001074,0.000000,1.206433
0.016052,0.001391,0.000000,1.223445
0.016053,0.001156,0.000000,1.240457
0.016053,0.000566,0.000000,1.287998
0.016053,-0.000252,0.000000,1.288998
0.016054,-0.001211,0.000000,1.295004
0.016055,-0.002261,0.000000,1.310014
0.016055,-0.002560,0.000000,1.325024
0.016055,-0.002314,0.000000,1.342036
0.016055,-0.001714,0.000000,1.386642
0.016055,-0.000879,0.000000,1.387643
0.016055,0.000099,0.000000,1.394648
0.016056,0.001171,0.000000,1.411660
0.016056,0.001495,0.000000,1.428671
0.016055,0.001263,0.000000,1.470730
0.016055,0.000677,0.000000,1.472732
0.016055,-0.000140,0.000000,1.478737
0.016055,-0.001104,0.000000,1.494747
0.016055,-0.001362,0.000000,1.516763
0.016056,-0.001085,0.000000,1.531775
0.016057,-0.000469,0.000000,1.582489
0.016058,0.000365,0.000000,1.584489
0.016059,0.001339,0.000000,1.586490
0.016060,0.002396,0.000000,1.601511
0.016060,0.002708,0.000000,1.619523
